135,50,32,0.64
136,50,21,0.42
137,50,25,0.5
138,50,23,0.46
139,50,28,0.56
140,50,25,0.5
141,50,26,0.52
142,50,20,0.4
143,50,30,0.6
144,50,23,0.46
145,50,27,0.54
146,50,28,0.56
147,50,25,0.5
148,50,26,0.52
149,50,22,0.44
150,50,28,0.56
151,50,20,0.4
152,50,18,0.36
153,50,24,0.48
154,50,30,0.6
155,50,30,0.6
156,50,21,0.42
157,50,21,0.42
158,50,22,0.44
159,50,27,0.54
160,50,23,0.46
161,50,22,0.44
162,50,26,0.52
163,50,27,0.54
164,50,21,0.42
165,50,26,0.52
166,50,25,0.5
167,50,27,0.54
168,50,28,0.56
169,50,20,0.4
170,50,25,0.5
171,50,28,0.56
172,50,25,0.5
173,50,26,0.52
174,50,22,0.44
175,50,27,0.54
176,50,22,0.44
177,50,19,0.38
178,50,24,0.48
179,50,21,0.42
180,50,23,0.46
181,50,26,0.52
182,50,32,0.64
183,50,22,0.44
184,50,29,0.58
185,50,22,0.44
186,50,23,0.46
187,50,22,0.44
188,50,22,0.44
189,50,25,0.5
190,50,24,0.48
191,50,21,0.42
192,50,21,0.42
193,50,28,0.56
194,50,22,0.44
195,50,20,0.4
196,50,20,0.4
197,50,23,0.46
198,50,24,0.48
199,50,30,0.6
200,50,26,0.52
201,50,28,0.56
202,50,22,0.44
203,50,28,0.56
204,50,28,0.56
205,50,27,0.54
206,50,30,0.6
207,50,22,0.44
208,50,24,0.48
209,50,29,0.58
210,50,23,0.46
211,50,24,0.48
212,50,17,0.34
213,50,33,0.66
214,50,25,0.5
215,50,19,0.38
216,50,30,0.6
217,50,20,0.4
218,50,22,0.44
219,50,27,0.54
220,50,23,0.46
221,50,21,0.42
222,50,23,0.46
223,50,23,0.46
224,50,20,0.4
225,50,20,0.4
226,50,21,0.42
227,50,19,0.38
228,50,28,0.56
229,50,34,0.68
230,50,21,0.42
231,50,30,0.6
232,50,23,0.46
233,50,23,0.46
234,50,24,0.48
235,50,21,0.42
236,50,23,0.46
237,50,27,0.54
238,50,23,0.46
239,50,23,0.46
240,50,26,0.52
241,50,25,0.5
242,50,24,0.48
243,50,29,0.58
244,50,23,0.46
245,50,22,0.44
246,50,23,0.46
247,50,19,0.38
248,50,19,0.38
249,50,23,0.46
250,50,27,0.54
251,50,25,0.5
252,50,21,0.42
253,50,25,0.5
254,50,27,0.54
255,50,26,0.52
256,50,25,0.5
257,50,29,0.58
258,50,24,0.48
259,50,29,0.58
260,50,30,0.6
261,50,32,0.64
262,50,21,0.42
263,50,24,0.48
264,50,28,0.56
265,50,21,0.42
266,50,22,0.44
267,50,19,0.38
268,50,26,0.52
269,50,18,0.36
270,50,26,0.52
271,50,26,0.52
272,50,22,0.44
273,50,23,0.46
274,50,26,0.52
275,50,21,0.42
276,50,15,0.3
277,50,30,0.6
278,50,23,0.46
279,50,25,0.5
280,50,25,0.5
281,50,29,0.58
282,50,21,0.42
283,50,24,0.48
284,50,25,0.5
285,50,22,0.44
286,50,30,0.6
287,50,21,0.42
288,50,20,0.4
289,50,26,0.52
290,50,26,0.52
291,50,28,0.56
292,50,24,0.48
293,50,21,0.42
294,50,17,0.34
295,50,22,0.44
296,50,20,0.4
297,50,19,0.38
298,50,26,0.52
299,50,24,0.48
300,50,22,0.44
301,50,31,0.62
302,50,25,0.5
303,50,32,0.64
304,50,23,0.46
305,50,27,0.54
306,50,24,0.48
307,50,27,0.54
308,50,21,0.42
309,50,24,0.48
310,50,34,0.68
311,50,30,0.6
312,50,25,0.5
313,50,23,0.46
314,50,20,0.4
315,50,26,0.52
316,50,33,0.66
317,50,31,0.62
318,50,23,0.46
319,50,25,0.5
320,50,25,0.5
321,50,29,0.58
322,50,27,0.54
323,50,26,0.52
324,50,24,0.48
325,50,25,0.5
326,50,19,0.38
327,50,26,0.52
328,50,25,0.5
329,50,26,0.52
330,50,22,0.44
331,50,26,0.52
332,50,21,0.42
333,50,23,0.46
334,50,27,0.54
335,50,20,0.4
336,50,21,0.42
337,50,23,0.46
338,50,25,0.5
339,50,24,0.48
340,50,22,0.44
341,50,24,0.48
342,50,29,0.58
343,50,26,0.52
344,50,25,0.5
345,50,25,0.5
346,50,24,0.48
347,50,28,0.56
348,50,30,0.6
349,50,31,0.62
350,50,18,0.36
351,50,24,0.48
352,50,23,0.46
353,50,24,0.48
354,50,26,0.52
355,50,26,0.52
356,50,27,0.54
357,50,15,0.3
358,50,21,0.42
359,50,23,0.46
360,50,31,0.62
361,50,23,0.46
362,50,28,0.56
363,50,30,0.6
364,50,27,0.54
365,50,24,0.48
366,50,23,0.46
367,50,23,0.46
368,50,29,0.58
369,50,29,0.58
370,50,23,0.46
371,50,21,0.42
372,50,29,0.58
373,50,28,0.56
374,50,28,0.56
375,50,17,0.34
376,50,26,0.52
377,50,29,0.58
378,50,28,0.56
379,50,30,0.6
380,50,26,0.52
381,50,31,0.62
382,50,24,0.48
383,50,30,0.6
384,50,25,0.5
385,50,24,0.48
386,50,27,0.54
387,50,22,0.44
388,50,29,0.58
389,50,21,0.42
390,50,30,0.6
391,50,23,0.46
392,50,28,0.56
393,50,22,0.44
394,50,26,0.52
395,50,22,0.44
396,50,25,0.5
397,50,26,0.52
398,50,20,0.4
399,50,31,0.62
400,50,27,0.54
401,50,26,0.52
402,50,21,0.42
403,50,26,0.52
404,50,31,0.62
405,50,22,0.44
406,50,26,0.52
407,50,25,0.5
408,50,24,0.48
409,50,25,0.5
410,50,19,0.38
411,50,20,0.4
412,50,29,0.58
413,50,23,0.46
414,50,23,0.46
415,50,28,0.56
416,50,31,0.62
417,50,24,0.48
418,50,22,0.44
419,50,28,0.56
420,50,24,0.48
421,50,26,0.52
422,50,19,0.38
423,50,27,0.54
424,50,25,0.5
425,50,31,0.62
426,50,30,0.6
427,50,22,0.44
428,50,21,0.42
429,50,24,0.48
430,50,25,0.5
431,50,26,0.52
432,50,20,0.4
433,50,28,0.56
434,50,29,0.58
435,50,30,0.6
436,50,26,0.52
437,50,25,0.5
438,50,26,0.52
439,50,26,0.52
440,50,22,0.44
441,50,33,0.66
442,50,23,0.46
443,50,23,0.46
444,50,22,0.44
445,50,26,0.52
446,50,22,0.44
447,50,25,0.5
448,50,27,0.54
449,50,22,0.44
450,50,30,0.6
451,50,24,0.48
452,50,27,0.54
453,50,25,0.5
454,50,26,0.52
455,50,25,0.5
456,50,20,0.4
457,50,27,0.54
458,50,18,0.36
459,50,23,0.46
460,50,24,0.48
461,50,21,0.42
462,50,30,0.6
463,50,28,0.56
464,50,21,0.42
465,50,18,0.36
466,50,23,0.46
467,50,22,0.44
468,50,25,0.5
469,50,28,0.56
470,50,27,0.54
471,50,29,0.58
472,50,26,0.52
473,50,23,0.46
474,50,26,0.52
475,50,23,0.46
476,50,24,0.48
477,50,29,0.58
478,50,29,0.58
479,50,23,0.46
480,50,27,0.54
481,50,27,0.54
482,50,24,0.48
483,50,29,0.58
484,50,24,0.48
485,50,22,0.44
486,50,23,0.46
487,50,30,0.6
488,50,22,0.44
489,50,19,0.38
490,50,29,0.58
491,50,20,0.4
492,50,26,0.52
493,50,22,0.44
494,50,19,0.38
495,50,27,0.54
496,50,23,0.46
497,50,26,0.52
498,50,27,0.54
499,50,26,0.52
500,50,25,0.5
501,50,23,0.46
502,50,21,0.42
503,50,26,0.52
504,50,18,0.36
505,50,31,0.62
506,50,22,0.44
507,50,22,0.44
508,50,31,0.62
509,50,31,0.62
510,50,23,0.46
511,50,30,0.6
512,50,28,0.56
513,50,24,0.48
514,50,25,0.5
515,50,23,0.46
516,50,23,0.46
517,50,28,0.56
518,50,27,0.54
519,50,24,0.48
520,50,29,0.58
521,50,22,0.44
522,50,22,0.44
523,50,21,0.42
524,50,23,0.46
525,50,22,0.44
526,50,23,0.46
527,50,27,0.54
528,50,24,0.48
529,50,26,0.52
530,50,27,0.54
531,50,31,0.62
532,50,22,0.44
533,50,31,0.62
534,50,20,0.4
535,50,32,0.64
536,50,26,0.52
537,50,25,0.5
538,50,24,0.48
539,50,28,0.56
540,50,27,0.54
541,50,28,0.56
542,50,24,0.48
543,50,22,0.44
544,50,21,0.42
545,50,22,0.44
546,50,27,0.54
547,50,21,0.42
548,50,27,0.54
549,50,20,0.4
550,50,26,0.52
551,50,21,0.42
552,50,20,0.4
553,50,32,0.64
554,50,24,0.48
555,50,34,0.68
556,50,21,0.42
557,50,24,0.48
558,50,28,0.56
559,50,24,0.48
560,50,26,0.52
561,50,27,0.54
562,50,26,0.52
563,50,23,0.46
564,50,24,0.48
565,50,27,0.54
566,50,28,0.56
567,50,29,0.58
568,50,23,0.46
569,50,25,0.5
570,50,27,0.54
571,50,28,0.56
572,50,25,0.5
573,50,21,0.42
574,50,22,0.44
575,50,26,0.52
576,50,29,0.58
577,50,19,0.38
578,50,22,0.44
579,50,25,0.5
580,50,27,0.54
581,50,24,0.48
582,50,23,0.46
583,50,20,0.4
584,50,27,0.54
585,50,25,0.5
586,50,29,0.58
587,50,19,0.38
588,50,25,0.5
589,50,28,0.56
590,50,21,0.42
591,50,27,0.54
592,50,27,0.54
593,50,32,0.64
594,50,33,0.66
595,50,28,0.56
596,50,27,0.54
597,50,23,0.46
598,50,27,0.54
599,50,20,0.4
600,50,31,0.62
601,50,30,0.6
602,50,27,0.54
603,50,18,0.36
604,50,28,0.56
605,50,27,0.54
606,50,18,0.36
607,50,26,0.52
608,50,20,0.4
609,50,24,0.48
610,50,28,0.56
611,50,24,0.48
612,50,19,0.38
613,50,26,0.52
614,50,27,0.54
615,50,21,0.42
616,50,27,0.54
617,50,23,0.46
618,50,28,0.56
619,50,24,0.48
620,50,32,0.64
621,50,19,0.38
622,50,19,0.38
623,50,21,0.42
624,50,22,0.44
625,50,14,0.28
626,50,34,0.68
627,50,22,0.44
628,50,20,0.4
629,50,27,0.54
630,50,20,0.4
631,50,26,0.52
632,50,25,0.5
633,50,21,0.42
634,50,23,0.46
635,50,18,0.36
636,50,28,0.56
637,50,24,0.48
638,50,30,0.6
639,50,31,0.62
640,50,31,0.62
641,50,28,0.56
642,50,25,0.5
643,50,26,0.52
644,50,23,0.46
645,50,20,0.4
646,50,25,0.5
647,50,24,0.48
648,50,25,0.5
649,50,31,0.62
650,50,24,0.48
651,50,25,0.5
652,50,22,0.44
653,50,24,0.48
654,50,27,0.54
655,50,23,0.46
656,50,30,0.6
657,50,31,0.62
658,50,28,0.56
659,50,19,0.38
660,50,26,0.52
661,50,25,0.5
662,50,30,0.6
663,50,21,0.42
664,50,26,0.52
665,50,21,0.42
666,50,30,0.6
667,50,21,0.42
668,50,33,0.66
669,50,34,0.68
670,50,24,0.48
671,50,20,0.4
672,50,24,0.48
673,50,29,0.58
674,50,22,0.44
675,50,27,0.54
676,50,26,0.52
677,50,25,0.5
678,50,18,0.36
679,50,32,0.64
680,50,23,0.46
681,50,24,0.48
682,50,28,0.56
683,50,29,0.58
684,50,25,0.5
685,50,26,0.52
686,50,25,0.5
687,50,25,0.5
688,50,25,0.5
689,50,30,0.6
690,50,27,0.54
691,50,25,0.5
692,50,28,0.56
693,50,24,0.48
694,50,30,0.6
695,50,22,0.44
696,50,22,0.44
697,50,20,0.4
698,50,28,0.56
699,50,20,0.4
700,50,27,0.54
701,50,22,0.44
702,50,24,0.48
703,50,27,0.54
704,50,23,0.46
705,50,19,0.38
706,50,22,0.44
707,50,25,0.5
708,50,25,0.5
709,50,20,0.4
710,50,28,0.56
711,50,25,0.5
712,50,25,0.5
713,50,27,0.54
714,50,28,0.56
715,50,28,0.56
716,50,15,0.3
717,50,18,0.36
718,50,27,0.54
719,50,24,0.48
720,50,29,0.58
721,50,20,0.4
722,50,19,0.38
723,50,24,0.48
724,50,30,0.6
725,50,29,0.58
726,50,22,0.44
727,50,28,0.56
728,50,19,0.38
729,50,23,0.46
730,50,22,0.44
731,50,25,0.5
732,50,20,0.4
733,50,25,0.5
734,50,27,0.54
735,50,24,0.48
736,50,30,0.6
737,50,27,0.54
738,50,28,0.56
739,50,23,0.46
740,50,24,0.48
741,50,22,0.44
742,50,17,0.34
743,50,28,0.56
744,50,24,0.48
745,50,21,0.42
746,50,18,0.36
747,50,25,0.5
748,50,27,0.54
749,50,30,0.6
750,50,20,0.4
751,50,27,0.54
752,50,28,0.56
753,50,23,0.46
754,50,25,0.5
755,50,22,0.44
756,50,22,0.44
757,50,24,0.48
758,50,28,0.56
759,50,20,0.4
760,50,25,0.5
761,50,28,0.56
762,50,30,0.6
763,50,27,0.54
764,50,27,0.54
765,50,27,0.54
766,50,25,0.5
767,50,24,0.48
768,50,24,0.48
769,50,25,0.5
770,50,23,0.46
771,50,29,0.58
772,50,23,0.46
773,50,19,0.38
774,50,26,0.52
775,50,27,0.54
776,50,24,0.48
777,50,26,0.52
778,50,19,0.38
779,50,29,0.58
780,50,27,0.54
781,50,28,0.56
782,50,29,0.58
783,50,27,0.54
784,50,21,0.42
785,50,32,0.64
786,50,24,0.48
787,50,28,0.56
788,50,24,0.48
789,50,27,0.54
790,50,20,0.4
791,50,22,0.44
792,50,23,0.46
793,50,20,0.4
794,50,24,0.48
795,50,20,0.4
796,50,31,0.62
797,50,24,0.48
798,50,26,0.52
799,50,23,0.46
800,50,20,0.4
801,50,23,0.46
802,50,20,0.4
803,50,17,0.34
804,50,25,0.5
805,50,25,0.5
806,50,27,0.54
807,50,22,0.44
808,50,24,0.48
809,50,22,0.44
810,50,20,0.4
811,50,24,0.48
812,50,33,0.66
813,50,16,0.32
814,50,28,0.56
815,50,30,0.6
816,50,24,0.48
817,50,27,0.54
818,50,24,0.48
819,50,29,0.58
820,50,22,0.44
821,50,32,0.64
822,50,20,0.4
823,50,30,0.6
824,50,22,0.44
825,50,23,0.46
826,50,26,0.52
827,50,22,0.44
1,50,27,0.54
2,50,23,0.46
1,50,23,0.46
2,50,25,0.5
3,50,21,0.42
4,50,22,0.44
5,50,30,0.6
6,50,20,0.4
7,50,23,0.46
8,50,27,0.54
9,50,34,0.68
10,50,33,0.66
11,50,24,0.48
12,50,27,0.54
13,50,30,0.6
14,50,24,0.48
15,50,34,0.68
16,50,24,0.48
17,50,27,0.54
18,50,26,0.52
19,50,24,0.48
20,50,27,0.54
21,50,29,0.58
22,50,30,0.6
23,50,20,0.4
24,50,27,0.54
25,50,21,0.42
26,50,30,0.6
27,50,29,0.58
1,50,25,0.5
2,50,21,0.42
3,50,17,0.34
4,50,27,0.54
5,50,25,0.5
6,50,22,0.44
7,50,31,0.62
8,50,22,0.44
9,50,21,0.42
10,50,22,0.44
11,50,24,0.48
12,50,21,0.42
13,50,24,0.48
14,50,21,0.42
15,50,21,0.42
16,50,26,0.52
1,50,26,0.52
2,50,26,0.52
1,50,29,0.58
2,50,18,0.36
1,50,20,0.4
2,50,26,0.52
3,50,23,0.46
4,50,23,0.46
5,50,22,0.44
6,50,20,0.4
1,50,22,0.44
2,50,25,0.5
3,50,22,0.44
4,50,26,0.52
5,50,23,0.46
6,50,27,0.54
7,50,23,0.46
8,50,22,0.44
9,50,25,0.5
10,50,24,0.48
